title,keywords,release_date,overall_summary,structure,methodology,example,abstract,arxiv
Addressing Leakage in Self-Supervised Contextualized Code Retrieval,"contextualized code retrieval, self-supervised learning, identifier masking, dedentation, syntax-aligned targets",2022-04,The paper proposes a novel self-supervised approach for contextualized code retrieval that reduces leakage between code contexts and targets during training. It also introduces a new dataset for evaluating this task based on aligned code clones. The approach achieves strong results on code retrieval as well as related tasks like clone and defect detection.,"1. Introduction - Motivates contextualized code retrieval task 2. Approach - Details the proposed de-leaking techniques 3. Dataset - Describes dataset for pre-training and new COCOS evaluation set 4. Evaluation - Results on code retrieval, clone detection, defect detection 5. Related Work 6. Conclusion","['Randomly split code into context and target for self-supervised training', 'Use tree-based span selection to obtain syntax-aligned targets', 'Apply mutual identifier masking to hide shared variables/names', 'Dedent the target code to remove indentation leakage', 'Train with contrastive loss on encoded context and target representations']","For the code snippet:

import mysql.connector
def totalSalary(id, name):
    ...

The context could be:

import mysql.connector 
def totalSalary(VAR2, name):
    connection = mysql.connector.connect(...)
    cursor = connection.cursor()
    return VAR1 + VAR3

And the dedented, masked target:

query = (""SELECT wage,bonus FROM employees WHERE emp_no = %s AND emp_name = %s"", id, VAR1)
VAR2.execute(query, (id, VAR1))
row = VAR2.fetchone()
salary, bonus = row","We address contextualized code retrieval, the search for code snippets
helpful to fill gaps in a partial input program. Our approach facilitates a
large-scale self-supervised contrastive training by splitting source code
randomly into contexts and targets. To combat leakage between the two, we
suggest a novel approach based on mutual identifier masking, dedentation, and
the selection of syntax-aligned targets. Our second contribution is a new
dataset for direct evaluation of contextualized code retrieval, based on a
dataset of manually aligned subpassages of code clones. Our experiments
demonstrate that our approach improves retrieval substantially, and yields new
state-of-the-art results for code clone and defect detection.",http://arxiv.org/abs/2204.11594v1
Composite Code Sparse Autoencoders for first stage retrieval,"composite codes, sparse autoencoders, inverted indexing, approximate nearest neighbors, HNSW",2022-04,The paper proposes a Composite Code Sparse Autoencoder (CCSA) approach for efficient approximate nearest neighbor search of dense document representations from Siamese-BERT models. CCSA learns to compress dense vectors into sparse composite codes that enable efficient indexing and retrieval.,1. Introduction 2. Related Work 3. Composite Code Sparse Autoencoders 4. Experiments 5. Conclusion,"['Use an autoencoder with gumbel-softmax activation to encode dense vectors into sparse composite codes', 'Apply uniformity regularizer to balance the inverted index posting lists', 'Create inverted index directly from the composite codes for efficient retrieval', 'Combine CCSA with HNSW graph-based ANN for improved memory usage']","For the MSMARCO dataset, CCSA outperforms inverted file indexes with product quantization in terms of recall and MRR metrics. It also provides smaller index sizes and lower memory usage when combined with the HNSW approach, while maintaining good retrieval performance.","We propose a Composite Code Sparse Autoencoder (CCSA) approach for
Approximate Nearest Neighbor (ANN) search of document representations based on
Siamese-BERT models. In Information Retrieval (IR), the ranking pipeline is
generally decomposed in two stages: the first stage focus on retrieving a
candidate set from the whole collection. The second stage re-ranks the
candidate set by relying on more complex models. Recently, Siamese-BERT models
have been used as first stage ranker to replace or complement the traditional
bag-of-word models. However, indexing and searching a large document collection
require efficient similarity search on dense vectors and this is why ANN
techniques come into play. Since composite codes are naturally sparse, we first
show how CCSA can learn efficient parallel inverted index thanks to an
uniformity regularizer. Second, CCSA can be used as a binary quantization
method and we propose to combine it with the recent graph based ANN techniques.
Our experiments on MSMARCO dataset reveal that CCSA outperforms IVF with
product quantization. Furthermore, CCSA binary quantization is beneficial for
the index size, and memory usage for the graph-based HNSW method, while
maintaining a good level of recall and MRR. Third, we compare with recent
supervised quantization methods for image retrieval and find that CCSA is able
to outperform them.",http://arxiv.org/abs/2204.07023v1
CoCoSoDa: Effective Contrastive Learning for Code Search,"multimodal contrastive learning, momentum mechanism, soft data augmentation, code search, pre-trained models",2022-04,"The paper proposes CoCoSoDa, a novel approach that effectively utilizes contrastive learning for code search via soft data augmentation and a momentum mechanism for generating negative samples. It achieves state-of-the-art performance on a large code search dataset across multiple programming languages.",1. Introduction 2. Related Work 2.1 Code Search 2.2 Code Representation Learning with Contrastive Learning 3. Proposed Approach 3.1 An Illustrative Example 3.2 Pre-trained Encoder and Momentum Encoder 3.3 Soft Data Augmentation 3.4 Multimodal Contrastive Learning 4. Experimental Setup 5. Results and Analysis 5.1 Overall Results 5.2 Ablation Study 5.3 Applying to Pre-trained Models 5.4 Hyperparameter Study 5.5 Qualitative and Quantitative Analysis 6. Conclusion,"['Uses pre-trained code/query encoders initialized with UniXcoder', 'Employs momentum encoders to generate consistent negative sample representations', 'Proposes four soft data augmentation (SoDa) methods: dynamic masking, dynamic replacement, dynamic replacement of specified type, dynamic masking of specified type', 'Utilizes multimodal contrastive learning with intra-modal loss (for unimodal data) and inter-modal loss (for aligning code-query pairs)']","For the code snippet 'def save_file(dataframe, filename): df = dataframe; df.to_csv(filename, sep=',', encoding='utf-8', index=False)', dynamic replacement could replace tokens like 'filename' with their type '<Identifier>', resulting in the augmented version: 'def save_file(dataframe, <Identifier>): df = dataframe; df.to_csv(<Identifier>, sep=',', encoding=<String>, index=False)'","Code search aims to retrieve semantically relevant code snippets for a given
natural language query. Recently, many approaches employing contrastive
learning have shown promising results on code representation learning and
greatly improved the performance of code search. However, there is still a lot
of room for improvement in using contrastive learning for code search. In this
paper, we propose CoCoSoDa to effectively utilize contrastive learning for code
search via two key factors in contrastive learning: data augmentation and
negative samples. Specifically, soft data augmentation is to dynamically
masking or replacing some tokens with their types for input sequences to
generate positive samples. Momentum mechanism is used to generate large and
consistent representations of negative samples in a mini-batch through
maintaining a queue and a momentum encoder. In addition, multimodal contrastive
learning is used to pull together representations of code-query pairs and push
apart the unpaired code snippets and queries. We conduct extensive experiments
to evaluate the effectiveness of our approach on a large-scale dataset with six
programming languages. Experimental results show that: (1) CoCoSoDa outperforms
14 baselines and especially exceeds CodeBERT, GraphCodeBERT, and UniXcoder by
13.3%, 10.5%, and 5.9% on average MRR scores, respectively. (2) The ablation
studies show the effectiveness of each component of our approach. (3) We adapt
our techniques to several different pre-trained models such as RoBERTa,
CodeBERT, and GraphCodeBERT and observe a significant boost in their
performance in code search. (4) Our model performs robustly under different
hyper-parameters. Furthermore, we perform qualitative and quantitative analyses
to explore reasons behind the good performance of our model.",http://arxiv.org/abs/2204.03293v3
DiffSearch: A Scalable and Precise Search Engine for Code Changes,"code change search, query language, indexing, precise matching, scalable retrieval",2022-04,"The paper presents DiffSearch, a scalable and precise search engine for finding code changes that match a given query describing the desired change pattern. It introduces a query language, an indexing approach for scalability, and an exact matching algorithm for precision.","1. Introduction, 2. Example and Overview, 3. Approach (Query Language, Representations, Indexing, Retrieval, Matching), 4. Implementation, 5. Evaluation, 6. Related Work, 7. Conclusion","['A query language extending the target programming language with wildcards and placeholders', 'Parsing code changes and queries into a feature space representation', 'Indexing feature vectors of code changes for scalable retrieval', 'Approximate retrieval of candidate matches based on the index', 'Precise tree-based matching to filter true positive results']","To find code changes that swap arguments in a function call used in a condition, the query could be: 

if(ID<1>(EXPR<1>, EXPR<2>)) { 
    <...> 
}
!
if(ID<1>(EXPR<2>, EXPR<1>)) {
    <...>
}","The source code of successful projects is evolving all the time, resulting in
hundreds of thousands of code changes stored in source code repositories. This
wealth of data can be useful, e.g., to find changes similar to a planned code
change or examples of recurring code improvements. This paper presents
DiffSearch, a search engine that, given a query that describes a code change,
returns a set of changes that match the query. The approach is enabled by three
key contributions. First, we present a query language that extends the
underlying programming language with wildcards and placeholders, providing an
intuitive way of formulating queries that is easy to adapt to different
programming languages. Second, to ensure scalability, the approach indexes code
changes in a one-time preprocessing step, mapping them into a feature space,
and then performs an efficient search in the feature space for each query.
Third, to guarantee precision, i.e., that any returned code change indeed
matches the given query, we present a tree-based matching algorithm that checks
whether a query can be expanded to a concrete code change. We present
implementations for Java, JavaScript, and Python, and show that the approach
responds within seconds to queries across one million code changes, has a
recall of 80.7% for Java, 89.6% for Python, and 90.4% for JavaScript, enables
users to find relevant code changes more effectively than a regular
expression-based search, and is helpful for gathering a large-scale dataset of
real-world bug fixes.",http://arxiv.org/abs/2204.02787v2
Code Search: A Survey of Techniques for Finding Code,"code search, code retrieval, query expansion, code representation, ranking search results",2022-04,"This paper provides a comprehensive survey of 30 years of research on techniques for searching and retrieving relevant code examples from large code corpora. It covers different types of queries, query preprocessing and expansion, indexing and retrieval approaches, ranking methods, and empirical studies.","{'1. Introduction': 'Motivates code search and outlines the scope of the survey', '2. Queries for Searching Code': 'Discusses different kinds of queries supported by code search engines', '3. Query Preprocessing and Expansion': 'Techniques for preprocessing and expanding queries', '4. Indexing and Retrieval': 'Core techniques for indexing code and retrieving relevant examples', '5. Ranking and Pruning Results': 'Methods for ranking and filtering search results', '6. Empirical Studies': 'Studies of how developers use code search in practice', '7. Challenges and Opportunities': 'Open challenges and future research directions'}","['Representing queries and code in vector spaces using techniques like word embeddings', 'Information retrieval methods like term matching, TF-IDF, BM25', 'Machine learning models like neural networks and transformers', 'Program analysis techniques to extract code representations', 'Ranking based on similarity scores, clustering, pruning irrelevant results']","One approach supports queries with 'holes' like: 

try {
    File file = File.createTempFile(""foo"", ""bar"");
    //??? code here
} catch (IOException e) {
    //??? 
}

It retrieves code snippets that can fill in the holes to complete the implementation.","The immense amounts of source code provide ample challenges and opportunities
during software development. To handle the size of code bases, developers
commonly search for code, e.g., when trying to find where a particular feature
is implemented or when looking for code examples to reuse. To support
developers in finding relevant code, various code search engines have been
proposed. This article surveys 30 years of research on code search, giving a
comprehensive overview of challenges and techniques that address them. We
discuss the kinds of queries that code search engines support, how to
preprocess and expand queries, different techniques for indexing and retrieving
code, and ways to rank and prune search results. Moreover, we describe
empirical studies of code search in practice. Based on the discussion of prior
work, we conclude the article with an outline of challenges and opportunities
to be addressed in the future.",http://arxiv.org/abs/2204.02765v3
Accelerating Code Search with Deep Hashing and Code Classification,"deep hashing, code search acceleration, code classification, recall and re-rank, binary hash codes",2022-03,"The paper proposes CoSHC, a novel approach to accelerate deep learning-based code search by integrating deep hashing and code classification. It decouples the search into a recall stage using binary hash codes and a re-rank stage, achieving over 90% retrieval time reduction while preserving at least 99% accuracy.",1. Introduction 2. Background 2.1 Code Search 2.2 Deep Hashing 3. Method 3.1 Offline Stage - Multiple Code Hashing Design with Code Classification Module - Deep Hashing Module 3.2 Online Stage - Recall and Re-rank Mechanism - Description Category Prediction Module,"['Cluster code embeddings into categories using K-Means', 'Train deep hashing module to generate binary hash codes preserving embedding similarities', 'Use category prediction module to estimate number of candidates per category', 'Recall candidates based on Hamming distance between query and code hash codes', 'Re-rank recalled candidates using original embeddings and cosine similarity']","For a query 'sort a list of integers', the category prediction module estimates it belongs to the 'sorting' category with high probability. The system retrieves the top N candidates in the 'sorting' category based on Hamming distances to the query's hash code. These candidates are then re-ranked using the original embeddings to produce the final ranked list of relevant code snippets.","Code search is to search reusable code snippets from source code corpus based
on natural languages queries. Deep learning-based methods of code search have
shown promising results. However, previous methods focus on retrieval accuracy
but lacked attention to the efficiency of the retrieval process. We propose a
novel method CoSHC to accelerate code search with deep hashing and code
classification, aiming to perform an efficient code search without sacrificing
too much accuracy. To evaluate the effectiveness of CoSHC, we apply our method
to five code search models. Extensive experimental results indicate that
compared with previous code search baselines, CoSHC can save more than 90% of
retrieval time meanwhile preserving at least 99% of retrieval accuracy.",http://arxiv.org/abs/2203.15287v2
CSRS: Code Search with Relevance Matching and Semantic Matching,"code search, relevance matching, semantic matching, co-attention, neural IR",2022-03,"The paper proposes CSRS, a novel code search model that combines relevance matching based on neural IR techniques and semantic matching using co-attention to improve retrieval of relevant code snippets for natural language queries. CSRS outperforms previous state-of-the-art models on a large code search dataset.","1. Introduction, 2. Related Work, 3. Preliminaries, 4. Proposed Model (CSRS), 5. Experiments, 6. Results, 7. Threats to Validity, 8. Conclusion","['CNN-based embedding module to extract n-gram embeddings from code and queries', 'Relevance matching module using neural IR to measure lexical keyword matching signals', 'Semantic matching module with co-attention to capture semantic correlation between code and query', 'Combined relevance and semantic matching features fed into MLP to produce final ranking score']","For the query 'Reallocates an array with a new size' and example code snippet provided, the model can identify lexical matches like 'array', 'new', 'size' through the relevance module, while also capturing the semantic intent of reallocating/resizing an array in the semantic module.","Developers often search and reuse existing code snippets in the process of
software development. Code search aims to retrieve relevant code snippets from
a codebase according to natural language queries entered by the developer. Up
to now, researchers have already proposed information retrieval (IR) based
methods and deep learning (DL) based methods. The IR-based methods focus on
keyword matching, that is to rank codes by relevance between queries and code
snippets, while DL-based methods focus on capturing the semantic correlations.
However, the existing methods do not consider capturing two matching signals
simultaneously. Therefore, in this paper, we propose CSRS, a code search model
with relevance matching and semantic matching. CSRS comprises (1) an embedding
module containing convolution kernels of different sizes which can extract
n-gram embeddings of queries and codes, (2) a relevance matching module that
measures lexical matching signals, and (3) a co-attention based semantic
matching module to capture the semantic correlation. We train and evaluate CSRS
on a dataset with 18.22M and 10k code snippets. The experimental results
demonstrate that CSRS achieves an MRR of 0.614, which outperforms two
state-of-the-art models DeepCS and CARLCS-CNN by 33.77% and 18.53%
respectively. In addition, we also conducted several experiments to prove the
effectiveness of each component of CSRS.",http://arxiv.org/abs/2203.07736v4
ReACC: A Retrieval-Augmented Code Completion Framework,"retrieval-augmented code completion, code-to-code retrieval, contrastive learning on code, semantic-preserving code transformations, hybrid retriever",2022-03,"This paper proposes ReACC, a retrieval-augmented code completion framework that retrieves similar code snippets from a codebase to assist in predicting the following tokens for an unfinished code snippet. It combines a code retriever trained with contrastive learning and an autoregressive language model.","1. Introduction 2. Related Work 3. Approach: 3.1 Task Formulation, 3.2 Retriever, 3.3 Generator 4. Experiments 5. Conclusion","['Uses a hybrid retriever combining sparse (BM25) and dense retrievers', 'Dense retriever is trained with in-batch negatives and contrastive loss', 'Data augmentation via semantic-preserving code transformations like identifier renaming and dead code insertion', 'Concatenates retrieved code with original context as input to autoregressive language model']","For the Python code snippet `def normalize(a): ma = np.mean(a) sa = np.std(a) return (a-ma)/sa`, the retriever may retrieve a similar function like `def standardization(arr): mu = np.mean(arr) std = np.std(arr) return (arr - mu)/std` to help predict the remaining tokens.","Code completion, which aims to predict the following code token(s) according
to the code context, can improve the productivity of software development.
Recent work has proved that statistical language modeling with transformers can
greatly improve the performance in the code completion task via learning from
large-scale source code datasets. However, current approaches focus only on
code context within the file or project, i.e. internal context. Our distinction
is utilizing ""external"" context, inspired by human behaviors of copying from
the related code snippets when writing code. Specifically, we propose a
retrieval-augmented code completion framework, leveraging both lexical copying
and referring to code with similar semantics by retrieval. We adopt a
stage-wise training approach that combines a source code retriever and an
auto-regressive language model for programming language. We evaluate our
approach in the code completion task in Python and Java programming languages,
achieving a state-of-the-art performance on CodeXGLUE benchmark.",http://arxiv.org/abs/2203.07722v1
Efficient Search of Live-Coding Screencasts from Online Videos,"live-coding screencast identification, video frame classification, IDE window detection, video content analysis, programming video search",2022-03,"This paper presents PSFinder, a tool to automatically identify live-coding screencasts from online videos. It uses a frame sampling strategy and a classifier to detect IDE windows in video frames, and then applies rules to determine if a video qualifies as a live-coding screencast.",1. Introduction 2. Approach 2.1. Frame Sampler 2.2. Video Classifier 2.2.1. Frame-Level Classifier 2.2.2. Video-Level Classification Strategy 3. Preliminary Experiment 3.1. Dataset 3.2. Experimental Settings 3.3. Research Questions 4. Results 4.1. Effectiveness in Video Classification 4.2. Analysis of Misclassified Videos 5. Related Work 6. Conclusion and Future Work,"['- Extract video frames at 1 frame per 30 seconds', '- Mark duplicate frames using normalized root-mean-square error (NRMSE) on pixel values', '- Train a Vision Transformer (ViT) model to classify frames as containing an IDE window or not', '- Identify live-coding screencasts based on: 1) Presence of a minimum contiguous sequence of IDE frames, 2) Proportion of IDE frames exceeds a threshold']","For a video introducing the GPars Java library, PSFinder misclassified it as a live-coding screencast. This video contained IDE screenshots along with a moving live shot of the presenter, causing the frame sampling to not mark the IDE screenshot frames as duplicates. The continuous movement led PSFinder to assume it was a live coding session.","Programming videos on the Internet are valuable resources for learning
programming skills. To find relevant videos, developers typically search online
video platforms (e.g., YouTube) with keywords on topics they wish to learn.
Developers often look for live-coding screencasts, in which the videos' authors
perform live coding. Yet, not all programming videos are live-coding
screencasts. In this work, we develop a tool named PSFinder to identify
live-coding screencasts. PSFinder leverages a classifier to identify whether a
video frame contains an IDE window. It uses a sampling strategy to pick a
number of frames from an input video, runs the classifer on these frames, and
then determines whether the video is a live-coding screencast based on frames
classified as containing IDE window. In our preliminary experiment, PSFinder
can effectively identify live-coding screencasts as it achieves an F1-score of
0.97.",http://arxiv.org/abs/2203.04519v1
Learning logic programs by discovering where not to search,"constraint discovery, inductive logic programming, bias discovery, answer set programming, program synthesis",2022-02,"The paper introduces a novel approach to improve inductive logic programming (ILP) by automatically discovering constraints on hypotheses before searching for a solution. By analyzing the background knowledge, the approach identifies properties like irreflexivity and functional dependencies to build optimally sound constraints that prune the hypothesis space, leading to substantial performance gains.",1. Introduction 2. Related Work 3. Problem Setting 4. BK Constraint Discovery 4.1 Properties 4.2 Constraints 5. Experiments 6. Conclusion,"['Use a bottom-up approach implemented in answer set programming (ASP) to discover relational properties and functional dependencies from the background knowledge', 'Generate constraints corresponding to the discovered properties to prohibit hypotheses violating those properties', 'Use the generated constraints to bootstrap a constraint-driven ILP system (DISCO based on POPPER) to prune the hypothesis space before searching for a solution']","For the list transformation example with background knowledge about head/2, tail/2, odd/1, even/1, the approach can deduce that tail/2 is irreflexive, asymmetric and antitransitive, and odd/1 and even/1 are mutually exclusive. This allows pruning rules like h <- tail(A,A) and h <- head(A,B), odd(B), even(B) from the hypothesis space before search.","The goal of inductive logic programming (ILP) is to search for a hypothesis
that generalises training examples and background knowledge (BK). To improve
performance, we introduce an approach that, before searching for a hypothesis,
first discovers where not to search. We use given BK to discover constraints on
hypotheses, such as that a number cannot be both even and odd. We use the
constraints to bootstrap a constraint-driven ILP system. Our experiments on
multiple domains (including program synthesis and game playing) show that our
approach can (i) substantially reduce learning times by up to 97%, and (ii)
scale to domains with millions of facts.",http://arxiv.org/abs/2202.09806v2
A Probabilistic Programming Idiom for Active Knowledge Search,"probabilistic programming idiom, active knowledge acquisition, robot exploration, variational inference, cognitive architecture",2022-02,This paper derives and implements a probabilistic programming idiom for making decisions to acquire new knowledge about an environment. The idiom is validated through simulations for the active mapping and robot exploration problem.,1. Introduction 2. Preliminaries 3. Decision Model Derivation 4. Application to Active Mapping and Exploration 5. Simulation Results 6. Conclusion,"['Derives a probabilistic model dividing cognitive tasks into learning and planning components', 'Defines distributions for progress, information gain, constraints, and attention variables to guide exploration', 'Uses variational inference and stochastic gradient ascent for approximate inference', 'Employs KL divergence approximations to quantify progress and information gain']","For active mapping, the progress variable quantifies how different the current map state is from past states using an approximation of the KL divergence between the distributions. The information gain encourages exploring unknown areas by maximizing the entropy of occupied/free space cells.","In this paper, we derive and implement a probabilistic programming idiom for
the problem of acquiring new knowledge about an environment. The idiom is
implemented utilizing a modern probabilistic programming language. We
demonstrate the utility of this idiom by implementing an algorithm for the
specific problem of active mapping and robot exploration. Finally, we evaluate
the functionality of the implementation through an extensive simulation study
utilizing the HouseExpo dataset.",http://arxiv.org/abs/2202.09555v1
Code Search based on Context-aware Code Translation,"context-aware code translation, shared word mapping, code search, instruction simulation, translation rules",2022-02,The paper proposes a novel context-aware code translation technique called TranCS that translates code snippets into natural language descriptions to bridge the representation gap between code and queries for improved code search. It uses instruction simulation and translation rules to capture code semantics and a shared word mapping to reduce embedding discrepancy.,"1. Introduction - Motivation and overview 2. Background - Machine instructions, deep learning code search 3. Motivation - Limitations of existing code representations 4. Methodology - Context-aware translation, shared word mapping 5. Experimental Evaluation 6. Related Work 7. Conclusion","['Disassemble code to get instruction sequence', 'Simulate instruction execution to collect context (variables, dependencies, etc.)', 'Apply translation rules to generate natural language description from instructions+context', 'Use shared word mapping function/vocabulary to generate embeddings for descriptions and queries']","For the code snippets calculating array sum in for and while loops, TranCS generates the translations: 
0: push int constant 0. 1: store int 0 into local variable sum/result. ... 22: load int value_5 from local variable sum/result. 23: return int value_5 from method. The translations capture the semantics using natural language while the variable names (sum vs result) are the only difference, allowing shared embeddings.","Code search is a widely used technique by developers during software
development. It provides semantically similar implementations from a large code
corpus to developers based on their queries. Existing techniques leverage deep
learning models to construct embedding representations for code snippets and
queries, respectively. Features such as abstract syntactic trees, control flow
graphs, etc., are commonly employed for representing the semantics of code
snippets. However, the same structure of these features does not necessarily
denote the same semantics of code snippets, and vice versa. In addition, these
techniques utilize multiple different word mapping functions that map query
words/code tokens to embedding representations. This causes diverged embeddings
of the same word/token in queries and code snippets. We propose a novel
context-aware code translation technique that translates code snippets into
natural language descriptions (called translations). The code translation is
conducted on machine instructions, where the context information is collected
by simulating the execution of instructions. We further design a shared word
mapping function using one single vocabulary for generating embeddings for both
translations and queries. We evaluate the effectiveness of our technique,
called TranCS, on the CodeSearchNet corpus with 1,000 queries. Experimental
results show that TranCS significantly outperforms state-of-the-art techniques
by 49.31% to 66.50% in terms of MRR (mean reciprocal rank).",http://arxiv.org/abs/2202.08029v1
On the Importance of Building High-quality Training Datasets for Neural Code Search,"code search dataset cleaning, rule-based syntactic filtering, variational autoencoder, semantic query filtering, bootstrap query corpus",2022-02,This paper proposes an automated framework to clean code search datasets by filtering out noisy and unnatural queries. It uses a rule-based filter to remove syntactic anomalies and a variational autoencoder model to identify semantically invalid queries.,1. Introduction 2. Preliminaries 3. Data Cleaning Framework 4. Experimental Setup 5. Results 6. Discussion 7. Related Work 8. Conclusion,"['Rule-based syntactic filter to remove comments with HTML tags, URLs, short sentences etc.', ""Variational autoencoder trained on a 'bootstrap query corpus' from Stack Overflow question titles"", 'VAE reconstruction loss used to identify comments semantically divergent from natural queries', 'EM-GMM clustering to separate qualified and unqualified comments based on VAE loss']","For the comment 'Returns a {@link Support}', the rule-based filter would remove the Javadoc tag {@link Support}, while the VAE filter would identify that the semantics of 'Returns a' diverges from natural queries like 'convert string to JSON object'.","The performance of neural code search is significantly influenced by the
quality of the training data from which the neural models are derived. A large
corpus of high-quality query and code pairs is demanded to establish a precise
mapping from the natural language to the programming language. Due to the
limited availability, most widely-used code search datasets are established
with compromise, such as using code comments as a replacement of queries. Our
empirical study on a famous code search dataset reveals that over one-third of
its queries contain noises that make them deviate from natural user queries.
Models trained through noisy data are faced with severe performance degradation
when applied in real-world scenarios. To improve the dataset quality and make
the queries of its samples semantically identical to real user queries is
critical for the practical usability of neural code search. In this paper, we
propose a data cleaning framework consisting of two subsequent filters: a
rule-based syntactic filter and a model-based semantic filter. This is the
first framework that applies semantic query cleaning to code search datasets.
Experimentally, we evaluated the effectiveness of our framework on two
widely-used code search models and three manually-annotated code retrieval
benchmarks. Training the popular DeepCS model with the filtered dataset from
our framework improves its performance by 19.2% MRR and 21.3% Answer@1, on
average with the three validation benchmarks.",http://arxiv.org/abs/2202.06649v1
Learning Deep Semantic Model for Code Search using CodeSearchNet Corpus,"semantic code search, multi-modal embedding, self-attention pooling, representation fusion, CodeSearchNet benchmark",2022-01,This paper proposes a novel deep semantic model for code search that aligns cross-lingual embeddings for multi-modal learning and combines different learned representations using self-attention pooling. The model achieves state-of-the-art results on the CodeSearchNet benchmark.,1. Introduction 2. Related Work 3. Deep Semantic Code Search 3.1 Task Definition 3.2 Deep Match Framework 3.3 Aligning Contextual Embedding 3.4 Self Attention Pooling 3.5 Fusion Representations 3.6 Tokenization 3.7 Learning the Model 4. Indexing and Querying 5. Experiments 6.1 Evaluation Methodology 6.2 Results 7. Conclusion 8. Acknowledgements,"['Aligns cross-lingual embeddings using a linear map to project code token vectors to a shared semantic space', 'Uses self-attention pooling to aggregate encoder outputs into single vector representations for query and code', 'Fuses different aggregated vectors using a weighted sum to obtain a combined representation', 'Employs a cosine similarity loss to encourage similar embeddings for matching query-code pairs during training']","For the query 'how to read a file in python', the model would embed the query using the description encoder, and retrieve code snippets with high cosine similarity in the shared embedding space, such as: with open('file.txt', 'r') as f: contents = f.read() ","Semantic code search is the task of retrieving relevant code snippet given a
natural language query. Different from typical information retrieval tasks,
code search requires to bridge the semantic gap between the programming
language and natural language, for better describing intrinsic concepts and
semantics. Recently, deep neural network for code search has been a hot
research topic. Typical methods for neural code search first represent the code
snippet and query text as separate embeddings, and then use vector distance
(e.g. dot-product or cosine) to calculate the semantic similarity between them.
There exist many different ways for aggregating the variable length of code or
query tokens into a learnable embedding, including bi-encoder, cross-encoder,
and poly-encoder. The goal of the query encoder and code encoder is to produce
embeddings that are close with each other for a related pair of query and the
corresponding desired code snippet, in which the choice and design of encoder
is very significant.
  In this paper, we propose a novel deep semantic model which makes use of the
utilities of not only the multi-modal sources, but also feature extractors such
as self-attention, the aggregated vectors, combination of the intermediate
representations. We apply the proposed model to tackle the CodeSearchNet
challenge about semantic code search. We align cross-lingual embedding for
multi-modality learning with large batches and hard example mining, and combine
different learned representations for better enhancing the representation
learning. Our model is trained on CodeSearchNet corpus and evaluated on the
held-out data, the final model achieves 0.384 NDCG and won the first place in
this benchmark. Models and code are available at
https://github.com/overwindows/SemanticCodeSearch.git.",http://arxiv.org/abs/2201.11313v1
CodeRetriever: Unimodal and Bimodal Contrastive Learning for Code Search,"contrastive code-text pretraining, unsupervised code-code pair mining, cross-language code representation, function-level code semantics, large-scale code corpus",2022-01,"This paper proposes CodeRetriever, a model that learns function-level code semantic representations through large-scale contrastive pre-training on code-text and code-code pairs. It achieves new state-of-the-art performance on 11 code search benchmarks across 6 programming languages.","1. Introduction - Motivation and limitations of existing code pre-training 2. Preliminary on code search 3. Approach - Unimodal/bimodal contrastive losses, overall objective 4. Building positive pairs - Code-document, code-comment, unsupervised code-code 5. Experiments - Datasets, results analysis 6. Related work 7. Conclusion","['Siamese encoder architecture with code encoder and text encoder', 'Unimodal contrastive loss on code-code pairs to learn code semantics', 'Bimodal contrastive loss on code-text pairs using documentation and comments', 'Unsupervised mining of code-code pairs based on name/doc matching and denoising']","For the Fibonacci number example, the model can learn that two different implementations 'def Fibonacci(n):' and 'def Fibonacci_Number(index):' are semantically related by contrasting the code pairs along with their documentation 'Return/Get the Fibonacci number'.","In this paper, we propose the CodeRetriever model, which learns the
function-level code semantic representations through large-scale code-text
contrastive pre-training. We adopt two contrastive learning schemes in
CodeRetriever: unimodal contrastive learning and bimodal contrastive learning.
For unimodal contrastive learning, we design an unsupervised learning approach
to build semantic-related code pairs based on the documentation and function
name. For bimodal contrastive learning, we leverage the documentation and
in-line comments of code to build code-text pairs. Both contrastive objectives
can fully leverage large-scale code corpus for pre-training. Extensive
experimental results show that CodeRetriever achieves new state-of-the-art with
significant improvement over existing code pre-trained models, on eleven
domain/language-specific code search tasks with six programming languages in
different code granularity (function-level, snippet-level and statement-level).
These results demonstrate the effectiveness and robustness of CodeRetriever.",http://arxiv.org/abs/2201.10866v3
